Marnie,AAPL
Marnie,GRWG
Marnie,IPI
Marnie,MRO
Marnie,NFLX
Marnie,PINS
Marnie,RCL
Marnie,TSLA
Marnie,WORK
Matt,AAPL
Matt,ACAD
Matt,AMZN
Matt,BABA
Matt,CHWY
Matt,COST
Matt,FB
Matt,GOOGL
Matt,GRWG
Matt,HD
Matt,IVR
Matt,MSFT
Matt,NFLX
Matt,PAND
Matt,RCL
Preston,MRO
Preston,PINS
Preston,IXC
Linda,LOW
Linda,CZR
